Claim_ID,Customer_ID,Vehicle_ID,Claim_Amount,Claim_Date,Claim_Type
251,194749,194749,10000.0,2025-12-14,1
252,800115,800115,10000.0,2025-08-07,1
253,190129,190129,10000.0,2025-03-14,1
254,228655,228655,10000.0,2025-12-28,1
255,242911,242911,10000.0,2025-07-14,1
256,497309,497309,10000.0,2025-06-28,1
257,453061,453061,10000.0,2025-01-27,1
258,86196,86196,10000.0,2025-06-28,1
259,481223,481223,10000.0,2025-04-14,1
260,919328,919328,10000.0,2025-06-28,1
261,541068,541068,10000.0,2025-01-06,1
262,458958,458958,10000.0,2025-06-14,1
263,87009,87009,10000.0,2025-10-21,1
264,264259,264259,10000.0,2025-01-27,1
265,13318,13318,10000.0,2025-11-07,1
266,105609,105609,10000.0,2025-11-21,1
267,850461,850461,10000.0,2025-05-07,1
268,57500,57500,10000.0,2025-04-21,1
269,950472,950472,10000.0,2025-04-28,1
270,631608,631608,10000.0,2025-10-28,1
271,39189,39189,10000.0,2025-02-13,1
272,970994,970994,10000.0,2025-03-07,1
273,837911,837911,10000.0,2025-05-21,1
274,85464,85464,10000.0,2025-11-28,1
275,213759,213759,10000.0,2025-04-14,1
276,706438,706438,10000.0,2025-12-28,1
277,628615,628615,10000.0,2025-05-21,1
278,2605,2605,10000.0,2025-01-13,1
279,443923,443923,10000.0,2025-08-28,1
280,784900,784900,10000.0,2025-12-21,1
281,336007,336007,10000.0,2025-08-28,1
282,723118,723118,10000.0,2025-12-14,1
283,269196,269196,10000.0,2025-08-07,1
284,511498,511498,10000.0,2025-07-21,1
285,900053,900053,10000.0,2025-07-07,1
286,447830,447830,10000.0,2025-03-21,1
287,706635,706635,10000.0,2025-06-21,1
288,613888,613888,10000.0,2025-07-07,1
289,341771,341771,10000.0,2025-04-14,1
290,59596,59596,10000.0,2025-12-21,1
291,938536,938536,10000.0,2025-04-21,1
292,216868,216868,10000.0,2025-05-28,1
293,511994,511994,10000.0,2025-02-13,1
294,103722,103722,10000.0,2025-05-28,1
295,604092,604092,10000.0,2025-10-14,1
296,389743,389743,10000.0,2025-09-21,1
297,936534,936534,10000.0,2025-10-07,1
298,2934,2934,10000.0,2025-09-14,1
299,625263,625263,10000.0,2025-04-28,1
300,482294,482294,10000.0,2025-05-21,1
301,946846,946846,10000.0,2025-02-27,1
302,79782,79782,10000.0,2025-05-28,1
303,140167,140167,10000.0,2025-05-07,1
304,808132,808132,10000.0,2025-03-21,1
305,90619,90619,10000.0,2025-05-21,1
306,93624,93624,10000.0,2025-05-28,1
307,458344,458344,10000.0,2025-10-21,1
308,521284,521284,10000.0,2025-09-07,1
309,891581,891581,10000.0,2025-02-20,1
310,290720,290720,10000.0,2025-05-14,1
311,899729,899729,10000.0,2025-06-28,1
312,353448,353448,10000.0,2025-12-28,1
313,646223,646223,10000.0,2025-05-28,1
314,9175,9175,10000.0,2025-04-28,1
315,36759,36759,10000.0,2025-07-21,1
316,178968,178968,10000.0,2025-05-07,1
317,104795,104795,10000.0,2025-01-27,1
318,511363,511363,10000.0,2025-03-07,1
319,483082,483082,10000.0,2025-09-14,1
320,166408,166408,10000.0,2025-10-21,1
321,857263,857263,10000.0,2025-08-14,1
322,109763,109763,10000.0,2025-06-07,1
323,930185,930185,10000.0,2025-08-14,1
324,816151,816151,10000.0,2025-08-28,1
325,443666,443666,10000.0,2025-11-07,1
326,145773,145773,10000.0,2025-03-28,1
327,489974,489974,10000.0,2025-04-21,1
328,903794,903794,10000.0,2025-05-07,1
329,4079,4079,10000.0,2025-04-28,1
330,119718,119718,10000.0,2025-05-21,1
331,555531,555531,10000.0,2025-04-14,1
332,758499,758499,10000.0,2025-05-28,1
333,195960,195960,10000.0,2025-05-07,1
334,607434,607434,10000.0,2025-02-06,1
335,357727,357727,10000.0,2025-01-06,1
336,379595,379595,10000.0,2025-07-07,1
337,834403,834403,10000.0,2025-05-07,1
338,394173,394173,10000.0,2025-11-07,1
339,341367,341367,10000.0,2025-09-14,1
340,513429,513429,10000.0,2025-11-14,1
341,693397,693397,10000.0,2025-04-14,1
342,23406,23406,10000.0,2025-04-21,1
343,824758,824758,10000.0,2025-11-21,1
344,833163,833163,10000.0,2025-01-20,1
345,217510,217510,10000.0,2025-07-21,1
346,22285,22285,10000.0,2025-02-06,1
347,633075,633075,10000.0,2025-10-14,1
348,932914,932914,10000.0,2025-10-14,1
349,84432,84432,10000.0,2025-07-07,1
350,224420,224420,10000.0,2025-11-07,1
351,711882,711882,10000.0,2025-11-07,1
352,961691,961691,10000.0,2025-07-07,1
353,510732,510732,10000.0,2025-05-28,1
354,944812,944812,10000.0,2025-05-07,1
355,782209,782209,10000.0,2025-06-07,1
356,42737,42737,10000.0,2025-08-28,1
357,711479,711479,10000.0,2025-09-07,1
358,302652,302652,10000.0,2025-09-14,1
359,758448,758448,10000.0,2025-09-21,1
360,985399,985399,10000.0,2025-05-14,1
361,809472,809472,10000.0,2025-02-06,1
362,300439,300439,10000.0,2025-06-21,1
363,722582,722582,10000.0,2025-06-28,1
364,534957,534957,10000.0,2025-11-07,1
365,151225,151225,10000.0,2025-03-07,1
366,505631,505631,10000.0,2025-08-21,1
367,901861,901861,10000.0,2025-07-14,1
368,233225,233225,10000.0,2025-10-07,1
369,379108,379108,10000.0,2025-10-21,1
370,11336,11336,10000.0,2025-03-14,1
371,183501,183501,10000.0,2025-05-21,1
372,830139,830139,10000.0,2025-09-21,1
373,397631,397631,10000.0,2025-08-28,1
374,472010,472010,10000.0,2025-08-21,1
375,856350,856350,10000.0,2025-07-07,1
376,310000,310000,10000.0,2025-10-14,1
377,385405,385405,10000.0,2025-06-21,1
378,320145,320145,10000.0,2025-01-27,1
379,410947,410947,10000.0,2025-11-21,1
380,34118,34118,10000.0,2025-12-14,1
381,924048,924048,10000.0,2025-08-14,1
382,949528,949528,10000.0,2025-09-28,1
383,358284,358284,10000.0,2025-02-06,1
384,393491,393491,10000.0,2025-02-20,1
385,524117,524117,10000.0,2025-03-14,1
386,603961,603961,10000.0,2025-01-13,1
387,756231,756231,10000.0,2025-09-14,1
388,170814,170814,10000.0,2025-08-21,1
389,189530,189530,10000.0,2025-08-28,1
390,985414,985414,10000.0,2025-06-28,1
391,573532,573532,10000.0,2025-11-28,1
392,934974,934974,10000.0,2025-01-27,1
393,461946,461946,10000.0,2025-05-14,1
394,697169,697169,10000.0,2025-12-28,1
395,843437,843437,10000.0,2025-12-14,1
396,898655,898655,10000.0,2025-07-07,1
397,152440,152440,10000.0,2025-12-07,1
398,514997,514997,10000.0,2025-06-21,1
399,853696,853696,10000.0,2025-06-28,1
400,103750,103750,10000.0,2025-08-07,1
401,99158,99158,10000.0,2025-02-13,1
402,349364,349364,10000.0,2025-02-06,1
403,440188,440188,10000.0,2025-01-06,1
404,782522,782522,10000.0,2025-05-14,1
405,991179,991179,10000.0,2025-04-07,1
406,505263,505263,10000.0,2025-03-14,1
407,355823,355823,10000.0,2025-09-14,1
408,789223,789223,10000.0,2025-02-27,1
409,851276,851276,10000.0,2025-11-14,1
410,791890,791890,10000.0,2025-07-14,1
411,146352,146352,10000.0,2025-04-28,1
412,468888,468888,10000.0,2025-10-14,1
413,971401,971401,10000.0,2025-09-28,1
414,717286,717286,10000.0,2025-01-06,1
415,725736,725736,10000.0,2025-01-13,1
416,767968,767968,10000.0,2025-09-07,1
417,247727,247727,10000.0,2025-09-21,1
418,505146,505146,10000.0,2025-12-28,1
419,390347,390347,10000.0,2025-12-21,1
420,190145,190145,10000.0,2025-06-07,1
421,966598,966598,10000.0,2025-09-28,1
422,268628,268628,10000.0,2025-08-14,1
423,510942,510942,10000.0,2025-10-07,1
424,263799,263799,10000.0,2025-01-06,1
425,141969,141969,10000.0,2025-12-21,1
426,383976,383976,10000.0,2025-09-21,1
427,91834,91834,10000.0,2025-03-07,1
428,878112,878112,10000.0,2025-09-14,1
429,313026,313026,10000.0,2025-08-28,1
430,397666,397666,10000.0,2025-03-14,1
431,992946,992946,10000.0,2025-06-21,1
432,443271,443271,10000.0,2025-05-28,1
433,719954,719954,10000.0,2025-06-28,1
434,690179,690179,10000.0,2025-09-21,1
435,273793,273793,10000.0,2025-05-07,1
436,560455,560455,10000.0,2025-11-28,1
437,241,241,10000.0,2025-07-07,1
438,984299,984299,10000.0,2025-10-14,1
439,816118,816118,10000.0,2025-02-13,1
440,735078,735078,10000.0,2025-10-28,1
441,144699,144699,10000.0,2025-04-21,1
442,563893,563893,10000.0,2025-09-28,1
443,699716,699716,10000.0,2025-02-13,1
444,70138,70138,10000.0,2025-09-28,1
445,179712,179712,10000.0,2025-10-14,1
446,798611,798611,10000.0,2025-07-21,1
447,654058,654058,10000.0,2025-04-07,1
448,694775,694775,10000.0,2025-02-13,1
449,609828,609828,10000.0,2025-08-28,1
450,978107,978107,10000.0,2025-09-28,1
451,700805,700805,10000.0,2025-05-14,1
452,759163,759163,10000.0,2025-08-28,1
453,368926,368926,10000.0,2025-12-14,1
454,884267,884267,10000.0,2025-01-27,1
455,399003,399003,10000.0,2025-12-28,1
456,879904,879904,10000.0,2025-03-28,1
457,721180,721180,10000.0,2025-06-14,1
458,961791,961791,10000.0,2025-11-14,1
459,571628,571628,10000.0,2025-11-14,1
460,759795,759795,10000.0,2025-10-28,1
461,596132,596132,10000.0,2025-02-13,1
462,723759,723759,10000.0,2025-09-14,1
463,564051,564051,10000.0,2025-10-28,1
464,568666,568666,10000.0,2025-01-20,1
465,49313,49313,10000.0,2025-09-21,1
466,641920,641920,10000.0,2025-12-21,1
467,479733,479733,10000.0,2025-07-21,1
468,558898,558898,10000.0,2025-04-21,1
469,510434,510434,10000.0,2025-06-14,1
470,140741,140741,10000.0,2025-05-21,1
471,230305,230305,10000.0,2025-01-27,1
472,176373,176373,10000.0,2025-05-14,1
473,522651,522651,10000.0,2025-06-07,1
474,3937,3937,10000.0,2025-05-28,1
475,209233,209233,10000.0,2025-03-28,1
476,213828,213828,10000.0,2025-09-07,1
477,361838,361838,10000.0,2025-05-07,1
478,35422,35422,10000.0,2025-04-28,1
479,50415,50415,10000.0,2025-04-07,1
480,185834,185834,10000.0,2025-04-28,1
481,126865,126865,10000.0,2025-03-14,1
482,638481,638481,10000.0,2025-02-20,1
483,823880,823880,10000.0,2025-10-07,1
484,525544,525544,10000.0,2025-01-13,1
485,664341,664341,10000.0,2025-12-28,1
486,74242,74242,10000.0,2025-06-14,1
487,859376,859376,10000.0,2025-06-28,1
488,66850,66850,10000.0,2025-03-07,1
489,530684,530684,10000.0,2025-05-14,1
490,58026,58026,10000.0,2025-12-28,1
491,839942,839942,10000.0,2025-10-28,1
492,801155,801155,10000.0,2025-07-07,1
493,960712,960712,10000.0,2025-08-21,1
494,924600,924600,10000.0,2025-03-14,1
495,453483,453483,10000.0,2025-02-06,1
496,130640,130640,10000.0,2025-11-28,1
497,311255,311255,10000.0,2025-01-27,1
498,322631,322631,10000.0,2025-11-21,1
499,577551,577551,10000.0,2025-02-27,1
500,738566,738566,10000.0,2025-03-14,1
501,70413,70413,10000.0,2025-12-28,1
502,599621,599621,10000.0,2025-01-27,1
503,882772,882772,10000.0,2025-05-07,1
504,979525,979525,10000.0,2025-12-14,1
505,28597,28597,10000.0,2025-05-28,1
506,925680,925680,10000.0,2025-12-07,1
507,504559,504559,10000.0,2025-12-21,1
508,984527,984527,10000.0,2025-08-07,1
509,789844,789844,10000.0,2025-04-28,1
510,348026,348026,10000.0,2025-01-06,1
511,330424,330424,10000.0,2025-08-07,1
512,959836,959836,10000.0,2025-08-14,1
513,473836,473836,10000.0,2025-06-21,1
514,499835,499835,10000.0,2025-09-21,1
515,932240,932240,10000.0,2025-11-28,1
516,844590,844590,10000.0,2025-01-20,1
517,699907,699907,10000.0,2025-12-21,1
518,848685,848685,10000.0,2025-12-14,1
519,399118,399118,10000.0,2025-07-07,1
520,222119,222119,10000.0,2025-04-07,1
521,277062,277062,10000.0,2025-04-21,1
522,228256,228256,10000.0,2025-06-07,1
523,457389,457389,10000.0,2025-01-27,1
524,405370,405370,10000.0,2025-04-07,1
525,903716,903716,10000.0,2025-12-14,1
526,189881,189881,10000.0,2025-01-27,1
527,112747,112747,10000.0,2025-12-28,1
528,500861,500861,10000.0,2025-06-21,1
529,687148,687148,10000.0,2025-02-13,1
530,476980,476980,10000.0,2025-04-28,1
531,547302,547302,10000.0,2025-04-28,1
532,973682,973682,10000.0,2025-02-27,1
533,505531,505531,10000.0,2025-05-21,1
534,641454,641454,10000.0,2025-08-21,1
535,17729,17729,10000.0,2025-01-13,1
536,929741,929741,10000.0,2025-04-21,1
537,277763,277763,10000.0,2025-06-21,1
538,631373,631373,10000.0,2025-08-07,1
539,342068,342068,10000.0,2025-01-06,1
540,518811,518811,10000.0,2025-04-21,1
541,937309,937309,10000.0,2025-12-21,1
542,853437,853437,10000.0,2025-01-27,1
543,303820,303820,10000.0,2025-09-14,1
544,506996,506996,10000.0,2025-07-14,1
545,917232,917232,10000.0,2025-12-14,1
546,77943,77943,10000.0,2025-12-21,1
547,452915,452915,10000.0,2025-10-28,1
548,312915,312915,10000.0,2025-04-21,1
549,719637,719637,10000.0,2025-04-21,1
550,265995,265995,10000.0,2025-10-28,1
551,7066,7066,10000.0,2025-09-21,1
552,164487,164487,10000.0,2025-02-13,1
553,705964,705964,10000.0,2025-10-07,1
554,101047,101047,10000.0,2025-03-28,1
555,481016,481016,10000.0,2025-05-21,1
556,429236,429236,10000.0,2025-08-21,1
557,375698,375698,10000.0,2025-12-21,1
558,636687,636687,10000.0,2025-10-21,1
559,527873,527873,10000.0,2025-05-28,1
560,16240,16240,10000.0,2025-06-14,1
561,146130,146130,10000.0,2025-05-07,1
562,402614,402614,10000.0,2025-02-13,1
563,310565,310565,10000.0,2025-08-14,1
564,608853,608853,10000.0,2025-09-28,1
565,306211,306211,10000.0,2025-05-14,1
566,224403,224403,10000.0,2025-01-13,1
567,407463,407463,10000.0,2025-08-07,1
568,809401,809401,10000.0,2025-05-07,1
569,684746,684746,10000.0,2025-11-14,1
570,952453,952453,10000.0,2025-06-07,1
571,149615,149615,10000.0,2025-05-07,1
572,923367,923367,10000.0,2025-08-07,1
573,782297,782297,10000.0,2025-12-28,1
574,344523,344523,10000.0,2025-03-28,1
575,943091,943091,10000.0,2025-07-21,1
576,118261,118261,10000.0,2025-09-21,1
577,1986,1986,10000.0,2025-07-07,1
578,617626,617626,10000.0,2025-04-21,1
579,124314,124314,10000.0,2025-09-21,1
580,685824,685824,10000.0,2025-02-27,1
581,805338,805338,10000.0,2025-10-07,1
582,445075,445075,10000.0,2025-01-06,1
583,990131,990131,10000.0,2025-02-27,1
584,635887,635887,10000.0,2025-04-07,1
585,834079,834079,10000.0,2025-08-07,1
586,559121,559121,10000.0,2025-02-20,1
587,902655,902655,10000.0,2025-03-07,1
588,491466,491466,10000.0,2025-07-21,1
589,566374,566374,10000.0,2025-09-21,1
590,21550,21550,10000.0,2025-03-14,1
591,186523,186523,10000.0,2025-07-28,1
592,694989,694989,10000.0,2025-08-14,1
593,838255,838255,10000.0,2025-08-07,1
594,992390,992390,10000.0,2025-02-13,1
595,911316,911316,10000.0,2025-11-21,1
596,659864,659864,10000.0,2025-06-21,1
597,938936,938936,10000.0,2025-08-21,1
598,948235,948235,10000.0,2025-06-21,1
599,736952,736952,10000.0,2025-03-28,1
600,544882,544882,10000.0,2025-11-07,1
601,240333,240333,10000.0,2025-01-06,1
602,219546,219546,10000.0,2025-09-14,1
603,872428,872428,10000.0,2025-06-07,1
604,648978,648978,10000.0,2025-01-27,1
605,720198,720198,10000.0,2025-08-14,1
606,555379,555379,10000.0,2025-04-28,1
607,863951,863951,10000.0,2025-02-27,1
608,885642,885642,10000.0,2025-11-07,1
609,648528,648528,10000.0,2025-02-13,1
610,136378,136378,10000.0,2025-09-21,1
611,200938,200938,10000.0,2025-08-28,1
612,720739,720739,10000.0,2025-12-21,1
613,629954,629954,10000.0,2025-12-14,1
614,324564,324564,10000.0,2025-12-14,1
615,736158,736158,10000.0,2025-09-28,1
616,667650,667650,10000.0,2025-12-28,1
617,886798,886798,10000.0,2025-03-21,1
618,991489,991489,10000.0,2025-07-28,1
619,38362,38362,10000.0,2025-04-21,1
620,154336,154336,10000.0,2025-07-21,1
621,628270,628270,10000.0,2025-04-21,1
622,932631,932631,10000.0,2025-07-07,1
623,726703,726703,10000.0,2025-05-21,1
624,623599,623599,10000.0,2025-03-28,1
625,728172,728172,10000.0,2025-07-28,1
626,720956,720956,10000.0,2025-08-14,1
627,33553,33553,10000.0,2025-04-14,1
628,525528,525528,10000.0,2025-01-13,1
629,430686,430686,10000.0,2025-07-21,1
630,459305,459305,10000.0,2025-06-07,1
631,485697,485697,10000.0,2025-03-28,1
632,86261,86261,10000.0,2025-03-21,1
